Extension,Version,Folder,SizeMB,SizeGB
devloadout.agent-rules,0.2.0-universal,devloadout.agent-rules-0.2.0-universal,0.16,0.0
devloadout.context-saver,0.1.0-universal,devloadout.context-saver-0.1.0-universal,0.16,0.0
gguf.gguf-coder,0.2.0-universal,gguf.gguf-coder-0.2.0-universal,0.16,0.0
iuliushutuleac.flink-sql-workbench,0.1.5-universal,iuliushutuleac.flink-sql-workbench-0.1.5-universal,0.16,0.0
kingcl.kingcle-ai,0.1.6-universal,kingcl.kingcle-ai-0.1.6-universal,0.16,0.0
kryzen.kryzen,1.0.3-universal,kryzen.kryzen-1.0.3-universal,0.16,0.0
mindaro-dev.file-downloader,1.0.13-universal,mindaro-dev.file-downloader-1.0.13-universal,0.16,0.0
mnagaso.r4-platform,0.1.21-universal,mnagaso.r4-platform-0.1.21-universal,0.16,0.0
skay138.happy-spring-tomcat,1.1.0-universal,skay138.happy-spring-tomcat-1.1.0-universal,0.16,0.0
tdminc.macro-terminal,0.5.0-universal,tdminc.macro-terminal-0.5.0-universal,0.16,0.0
techfutureinfo.vscode-ask-code-anything,0.3.0-universal,techfutureinfo.vscode-ask-code-anything-0.3.0-universal,0.16,0.0
chandorkartechnologies.vikasit-code,2.1.2-universal,chandorkartechnologies.vikasit-code-2.1.2-universal,0.15,0.0
codewithmishu.opentunnel,2.0.0-universal,codewithmishu.opentunnel-2.0.0-universal,0.15,0.0
jirim.turbo-debugger-smart,2.0.2-universal,jirim.turbo-debugger-smart-2.0.2-universal,0.15,0.0
kingreaper96420.cursorforspeech,3.4.0-universal,kingreaper96420.cursorforspeech-3.4.0-universal,0.15,0.0
markusvankempen.zendesk-mcp-vscode,1.3.4-universal,markusvankempen.zendesk-mcp-vscode-1.3.4-universal,0.15,0.0
meshredded.robusta,3.0.6-universal,meshredded.robusta-3.0.6-universal,0.15,0.0
michaelsam94.csv-studio,0.1.1-universal,michaelsam94.csv-studio-0.1.1-universal,0.15,0.0
reditorsupport.r-syntax,0.1.4-universal,reditorsupport.r-syntax-0.1.4-universal,0.15,0.0
saas.synthetic-galileo,1.0.2-universal,saas.synthetic-galileo-1.0.2-universal,0.15,0.0
salemal-zuhairi.android-system-explorer,0.0.1-universal,salemal-zuhairi.android-system-explorer-0.0.1-universal,0.15,0.0
carrotj.mdcarrot,1.4.6-universal,carrotj.mdcarrot-1.4.6-universal,0.14,0.0
damolinx.tracciatto,0.3.6-universal,damolinx.tracciatto-0.3.6-universal,0.14,0.0
igorganapolsky.thumbgate,1.28.1-universal,igorganapolsky.thumbgate-1.28.1-universal,0.14,0.0
jakepark.sidemirror,0.1.10-universal,jakepark.sidemirror-0.1.10-universal,0.14,0.0
jrdev.vsc-theme-generator,0.2.5-universal,jrdev.vsc-theme-generator-0.2.5-universal,0.14,0.0
juniorit-ai.vscode-juniorit,0.0.12-universal,juniorit-ai.vscode-juniorit-0.0.12-universal,0.14,0.0
koichisasada.vscode-rdbg,0.2.1-universal,koichisasada.vscode-rdbg-0.2.1-universal,0.14,0.0
ms-azuretools.vscode-docker,2.0.0-universal,ms-azuretools.vscode-docker-2.0.0-universal,0.14,0.0
mylesmurphy.prettify-ts,0.3.9-universal,mylesmurphy.prettify-ts-0.3.9-universal,0.14,0.0
nadim-vscode.html-meta-tags-hero,1.0.2-universal,nadim-vscode.html-meta-tags-hero-1.0.2-universal,0.14,0.0
predicte.predicte-commit,1.0.1-universal,predicte.predicte-commit-1.0.1-universal,0.14,0.0
raghul-tech.faah-terminal-alert-ext,1.0.0-universal,raghul-tech.faah-terminal-alert-ext-1.0.0-universal,0.14,0.0
rufat.cursor-ai-chat-click-redirect,0.6.6-universal,rufat.cursor-ai-chat-click-redirect-0.6.6-universal,0.14,0.0
sakethsreeram.vscode-varexplorer,1.0.2-universal,sakethsreeram.vscode-varexplorer-1.0.2-universal,0.14,0.0
singhaman21.svg-preview-hover,0.1.9-universal,singhaman21.svg-preview-hover-0.1.9-universal,0.14,0.0
zyohra.zyohra-ai,1.0.11-universal,zyohra.zyohra-ai-1.0.11-universal,0.14,0.0
caenrigen.jupytext-sync,1.4.4-universal,caenrigen.jupytext-sync-1.4.4-universal,0.13,0.0
coco.coco-cursor,0.1.1-universal,coco.coco-cursor-0.1.1-universal,0.13,0.0
dorianmassoulier.repomix-runner,0.5.0-universal,dorianmassoulier.repomix-runner-0.5.0-universal,0.13,0.0
ecocitizenz.eczid-ai-agents,0.2.2-universal,ecocitizenz.eczid-ai-agents-0.2.2-universal,0.13,0.0
jackos.mdlab,0.7.4-universal,jackos.mdlab-0.7.4-universal,0.13,0.0
lichenxi.sysmonitor,1.2.0-universal,lichenxi.sysmonitor-1.2.0-universal,0.13,0.0
lucasdonordeste.claude-control,0.9.5-universal,lucasdonordeste.claude-control-0.9.5-universal,0.13,0.0
profanterdev.ollama-code-completions,1.1.1-universal,profanterdev.ollama-code-completions-1.1.1-universal,0.13,0.0
recurate.recurate-annotator-vscode,0.2.1-universal,recurate.recurate-annotator-vscode-0.2.1-universal,0.13,0.0
theangryepicbanana.language-pascal,0.1.6-universal,theangryepicbanana.language-pascal-0.1.6-universal,0.13,0.0
waydotnet.profiler-powered-by-scalene,0.1.1-universal,waydotnet.profiler-powered-by-scalene-0.1.1-universal,0.13,0.0
windfall.co-bridge,1.0.6-universal,windfall.co-bridge-1.0.6-universal,0.13,0.0
ygqygq2.turbo-print-var,4.0.4-universal,ygqygq2.turbo-print-var-4.0.4-universal,0.13,0.0
yingqizhang.ai-coder-thucs,0.3.1-universal,yingqizhang.ai-coder-thucs-0.3.1-universal,0.13,0.0
yutabee.unmute-video,0.2.3-universal,yutabee.unmute-video-0.2.3-universal,0.13,0.0
consolex.consolex,2.2.0-universal,consolex.consolex-2.2.0-universal,0.12,0.0
hacklm.hacklm-memory,1.1.0-universal,hacklm.hacklm-memory-1.1.0-universal,0.12,0.0
intellistream.sage-agent-vscode,0.1.0-universal,intellistream.sage-agent-vscode-0.1.0-universal,0.12,0.0
keyfire.xbsl-debug,0.1.9-universal,keyfire.xbsl-debug-0.1.9-universal,0.12,0.0
kodilo.gptrus,0.3.1-universal,kodilo.gptrus-0.3.1-universal,0.12,0.0
nuvocode.nuvo-commit,1.2.0-universal,nuvocode.nuvo-commit-1.2.0-universal,0.12,0.0
skrashevich.gptrus,0.3.5-universal,skrashevich.gptrus-0.3.5-universal,0.12,0.0
tooark.git-compare,1.1.0-universal,tooark.git-compare-1.1.0-universal,0.12,0.0
waylongleon.sightread,1.3.2-universal,waylongleon.sightread-1.3.2-universal,0.12,0.0
yeoudev.contextcleaner,1.2.3-universal,yeoudev.contextcleaner-1.2.3-universal,0.12,0.0
claui.pagan,0.2.1,claui.pagan-0.2.1,0.11,0.0
damolinx.formatto,0.4.11-universal,damolinx.formatto-0.4.11-universal,0.11,0.0
es6kr.vscode-makefile-term,0.1.1-universal,es6kr.vscode-makefile-term-0.1.1-universal,0.11,0.0
forgetmenot.forgetmenot-memory,0.3.7-universal,forgetmenot.forgetmenot-memory-0.3.7-universal,0.11,0.0
gelbhart.vscode-torch-checkpoint-inspector,0.2.3-universal,gelbhart.vscode-torch-checkpoint-inspector-0.2.3-universal,0.11,0.0
guidemyai.guide-my-ai-extension,0.0.7-universal,guidemyai.guide-my-ai-extension-0.0.7-universal,0.11,0.0
jagreehal.rundebug,0.2.0-universal,jagreehal.rundebug-0.2.0-universal,0.11,0.0
layerdynamics.hermes-vscode,0.1.0-universal,layerdynamics.hermes-vscode-0.1.0-universal,0.11,0.0
marceloxp.statusbartext,0.0.5-universal,marceloxp.statusbartext-0.0.5-universal,0.11,0.0
mcuhex.mcuhex,0.1.4-universal,mcuhex.mcuhex-0.1.4-universal,0.11,0.0
midouest.playdate-debug,1.20.1-universal,midouest.playdate-debug-1.20.1-universal,0.11,0.0
mikesoft.vscode-kilo-cli-launcher,0.3.0-universal,mikesoft.vscode-kilo-cli-launcher-0.3.0-universal,0.11,0.0
pi0.pi-vscode,0.0.9-universal,pi0.pi-vscode-0.0.9-universal,0.11,0.0
prokids.json-viewer-tree-inspector,0.1.10-universal,prokids.json-viewer-tree-inspector-0.1.10-universal,0.11,0.0
ust-pace-ai.copilot-wrapper,0.1.9-universal,ust-pace-ai.copilot-wrapper-0.1.9-universal,0.11,0.0
vemonet.stardog-rdf-grammars,0.1.2-universal,vemonet.stardog-rdf-grammars-0.1.2-universal,0.11,0.0
yejianfei-billy.subagent-cli-vscode,0.1.3-universal,yejianfei-billy.subagent-cli-vscode-0.1.3-universal,0.11,0.0
crsx.ag-usage,1.9.0-universal,crsx.ag-usage-1.9.0-universal,0.1,0.0
cursor-claude-bridge.cursor-claude-code-bridge,0.3.0-universal,cursor-claude-bridge.cursor-claude-code-bridge-0.3.0-universal,0.1,0.0
dks-analytics.claude-purr,0.1.1-universal,dks-analytics.claude-purr-0.1.1-universal,0.1,0.0
ds-labs.antigravity-observer,1.0.3-universal,ds-labs.antigravity-observer-1.0.3-universal,0.1,0.0
ex-codes.pine-script-syntax-highlighter,1.0.5-universal,ex-codes.pine-script-syntax-highlighter-1.0.5-universal,0.1,0.0
jq-syntax-highlighting.jq-syntax-highlighting,0.0.2-universal,jq-syntax-highlighting.jq-syntax-highlighting-0.0.2-universal,0.1,0.0
lucgibson.gittron,0.0.3-universal,lucgibson.gittron-0.0.3-universal,0.1,0.0
mikesoft.vscode-codex-cli-launcher,0.1.7-universal,mikesoft.vscode-codex-cli-launcher-0.1.7-universal,0.1,0.0
norwayishere.share-my-claude-code-200,0.1.0-universal,norwayishere.share-my-claude-code-200-0.1.0-universal,0.1,0.0
opencrater.opencrater,0.1.4-universal,opencrater.opencrater-0.1.4-universal,0.1,0.0
pablaofficeals.analog-code-monitor,2.0.1-universal,pablaofficeals.analog-code-monitor-2.0.1-universal,0.1,0.0
rufat.python-quick-intent,0.4.4-universal,rufat.python-quick-intent-0.4.4-universal,0.1,0.0
scooperai.uint,0.0.2-universal,scooperai.uint-0.0.2-universal,0.1,0.0
seedbase.seedbase,0.4.5-universal,seedbase.seedbase-0.4.5-universal,0.1,0.0
sketchbuch.vsc-quokka-statusbar,1.3.6-universal,sketchbuch.vsc-quokka-statusbar-1.3.6-universal,0.1,0.0
softlighttech.webl,0.0.1-universal,softlighttech.webl-0.0.1-universal,0.1,0.0
sulci.sulci-vscode,0.4.5-universal,sulci.sulci-vscode-0.4.5-universal,0.1,0.0
tinkercode.hipster,1.0.2-universal,tinkercode.hipster-1.0.2-universal,0.1,0.0
valferon.session-control-center,0.1.15-universal,valferon.session-control-center-0.1.15-universal,0.1,0.0
cjl.word-space,0.0.2-universal,cjl.word-space-0.0.2-universal,0.09,0.0
codewithmishu.webrun,1.0.0-universal,codewithmishu.webrun-1.0.0-universal,0.09,0.0
eniacode.enia-code-local,0.0.3-universal,eniacode.enia-code-local-0.0.3-universal,0.09,0.0
gert7.srt-subrip,1.3.3-universal,gert7.srt-subrip-1.3.3-universal,0.09,0.0
harry18456.ayesman,1.5.0-universal,harry18456.ayesman-1.5.0-universal,0.09,0.0
leanctx.lean-ctx,0.2.0-universal,leanctx.lean-ctx-0.2.0-universal,0.09,0.0
mik8142.commitwright,0.1.0-universal,mik8142.commitwright-0.1.0-universal,0.09,0.0
ms-toolsai.jupyter-keymap,1.1.2,ms-toolsai.jupyter-keymap-1.1.2,0.09,0.0
mzjagirdar10.odoo-debug-config,1.0.8-universal,mzjagirdar10.odoo-debug-config-1.0.8-universal,0.09,0.0
pandadev.ziit,1.2.3-universal,pandadev.ziit-1.2.3-universal,0.09,0.0
roman910dev.jsdoc-markdown-plus,0.3.0-universal,roman910dev.jsdoc-markdown-plus-0.3.0-universal,0.09,0.0
scala-lang.scala,0.5.10-universal,scala-lang.scala-0.5.10-universal,0.09,0.0
shreyam1008.visualise-oklch,2.0.5-universal,shreyam1008.visualise-oklch-2.0.5-universal,0.09,0.0
tokenwall.tokenwall-vscode,1.0.30-universal,tokenwall.tokenwall-vscode-1.0.30-universal,0.09,0.0
twinntechies.local-mock-server,0.1.1-universal,twinntechies.local-mock-server-0.1.1-universal,0.09,0.0
zardoy.js-debug-extras,0.1.2-universal,zardoy.js-debug-extras-0.1.2-universal,0.09,0.0
einfachai.yapl,0.0.12-universal,einfachai.yapl-0.0.12-universal,0.08,0.0
flowmo.flowmo-visual-inspector,0.9.0-universal,flowmo.flowmo-visual-inspector-0.9.0-universal,0.08,0.0
foretag.rust-toolkit,0.2.0-universal,foretag.rust-toolkit-0.2.0-universal,0.08,0.0
frederiek-pascal.claude-token-tracker-vscode,1.0.14-universal,frederiek-pascal.claude-token-tracker-vscode-1.0.14-universal,0.08,0.0
gruntfuggly.triggertaskonsave,0.2.18-universal,gruntfuggly.triggertaskonsave-0.2.18-universal,0.08,0.0
hamer1818.vscode-tulpar,0.5.0-universal,hamer1818.vscode-tulpar-0.5.0-universal,0.08,0.0
headyai.heady-ai,1.2.0-universal,headyai.heady-ai-1.2.0-universal,0.08,0.0
intellistream.sagellm-vscode,0.1.13-universal,intellistream.sagellm-vscode-0.1.13-universal,0.08,0.0
melon-hub.zai-usage-tracker,1.0.4-universal,melon-hub.zai-usage-tracker-1.0.4-universal,0.08,0.0
modhruti-llp.devmod-pulse,0.0.3-universal,modhruti-llp.devmod-pulse-0.0.3-universal,0.08,0.0
patravishek.memex-vscode,0.5.7-universal,patravishek.memex-vscode-0.5.7-universal,0.08,0.0
pulse-dev.pulse-ai,0.1.1-universal,pulse-dev.pulse-ai-0.1.1-universal,0.08,0.0
shyamyemuka.veil,1.0.3-universal,shyamyemuka.veil-1.0.3-universal,0.08,0.0
trackleaf.trackleaf,0.0.7-universal,trackleaf.trackleaf-0.0.7-universal,0.08,0.0
tutuge.claude-code-notifier-plus,1.5.0-universal,tutuge.claude-code-notifier-plus-1.5.0-universal,0.08,0.0
vertexdata.adaptive-k-toolkit,0.1.0-universal,vertexdata.adaptive-k-toolkit-0.1.0-universal,0.08,0.0
vntrcorp.antigravity-pre-execution-form-planner,0.2.5-universal,vntrcorp.antigravity-pre-execution-form-planner-0.2.5-universal,0.08,0.0
xraph.forge-devtools,1.0.0-universal,xraph.forge-devtools-1.0.0-universal,0.08,0.0
zardoy.inline-debugger,0.0.1-universal,zardoy.inline-debugger-0.0.1-universal,0.08,0.0
catalystairesearch.hokmah,0.1.2-universal,catalystairesearch.hokmah-0.1.2-universal,0.07,0.0
codavidgarcia.antigravity-pulse,1.6.0-universal,codavidgarcia.antigravity-pulse-1.6.0-universal,0.07,0.0
code-leon4055.agcm,1.0.3-universal,code-leon4055.agcm-1.0.3-universal,0.07,0.0
community.sumodata-toolbox,0.1.0-universal,community.sumodata-toolbox-0.1.0-universal,0.07,0.0
contextbridge.contextbridge-codex,0.1.1-universal,contextbridge.contextbridge-codex-0.1.1-universal,0.07,0.0
dawidope.flutter-log-fold,0.3.1-universal,dawidope.flutter-log-fold-0.3.1-universal,0.07,0.0
ericgomez.php-debug-inline,0.0.8-universal,ericgomez.php-debug-inline-0.0.8-universal,0.07,0.0
ezoosk.claude-context-bar,1.5.0-universal,ezoosk.claude-context-bar-1.5.0-universal,0.07,0.0
gitusai.gitusai,1.0.29-universal,gitusai.gitusai-1.0.29-universal,0.07,0.0
iuliushutuleac.credential-manager,0.1.3-universal,iuliushutuleac.credential-manager-0.1.3-universal,0.07,0.0
jamboteam.jambo-work-vscode,0.1.5-universal,jamboteam.jambo-work-vscode-0.1.5-universal,0.07,0.0
k-kuroguro.cluster-smi,1.1.0-universal,k-kuroguro.cluster-smi-1.1.0-universal,0.07,0.0
kagan.kagan-vscode,0.18.0-universal,kagan.kagan-vscode-0.18.0-universal,0.07,0.0
kurtlausman.kiro-voice,0.4.3-universal,kurtlausman.kiro-voice-0.4.3-universal,0.07,0.0
markhoo.manim-liveview,1.0.0-universal,markhoo.manim-liveview-1.0.0-universal,0.07,0.0
mnemoverse.mnemoverse-vscode,0.2.0-universal,mnemoverse.mnemoverse-vscode-0.2.0-universal,0.07,0.0
ms-vscode.test-adapter-converter,0.2.1-universal,ms-vscode.test-adapter-converter-0.2.1-universal,0.07,0.0
pandadev.solidtime,1.1.1,pandadev.solidtime-1.1.1,0.07,0.0
probe-rs.probe-rs-debugger,0.31.0-universal,probe-rs.probe-rs-debugger-0.31.0-universal,0.07,0.0
rohanvashisht.bend,0.2.14-universal,rohanvashisht.bend-0.2.14-universal,0.07,0.0
sanjay3290.homebrew-manager,0.1.0-universal,sanjay3290.homebrew-manager-0.1.0-universal,0.07,0.0
semiherdogan.local-commit-ai-cli,0.7.1-universal,semiherdogan.local-commit-ai-cli-0.7.1-universal,0.07,0.0
serkonda7.vscode-vba,1.2.1-universal,serkonda7.vscode-vba-1.2.1-universal,0.07,0.0
sk2you.smart-size-explorer,1.3.13-universal,sk2you.smart-size-explorer-1.3.13-universal,0.07,0.0
tamil202.flow-mermaid-diagrams,1.1.2-universal,tamil202.flow-mermaid-diagrams-1.1.2-universal,0.07,0.0
theobsessedmaniacs.claude-c0de-workspace-watcher,0.6.0-a20-universal,theobsessedmaniacs.claude-c0de-workspace-watcher-0.6.0-a20-universal,0.07,0.0
wy-1533.code-assistant-bmc-stress,1.0.0-universal,wy-1533.code-assistant-bmc-stress-1.0.0-universal,0.07,0.0
bytaymur.stm32-professional-compiler,1.0.0-universal,bytaymur.stm32-professional-compiler-1.0.0-universal,0.06,0.0
byteeatsbits.sharpkit,0.0.1-universal,byteeatsbits.sharpkit-0.0.1-universal,0.06,0.0
codfrm.scriptcat-vscode,0.4.2-universal,codfrm.scriptcat-vscode-0.4.2-universal,0.06,0.0
csharp-forge.monogame-color-preview,0.3.1-universal,csharp-forge.monogame-color-preview-0.3.1-universal,0.06,0.0
fodda.fodda,0.1.7-universal,fodda.fodda-0.1.7-universal,0.06,0.0
hfs-dev.vscode-image-editor-pro,1.0.0-universal,hfs-dev.vscode-image-editor-pro-1.0.0-universal,0.06,0.0
inandi.stringscope,2.1.3,inandi.stringscope-2.1.3,0.06,0.0
manojmallick.sigmap,4.2.0-universal,manojmallick.sigmap-4.2.0-universal,0.06,0.0
marianzeis.open-js-debug-terminal,1.2.1-universal,marianzeis.open-js-debug-terminal-1.2.1-universal,0.06,0.0
microchip.mplab-extension-pack,1.2.6-universal,microchip.mplab-extension-pack-1.2.6-universal,0.06,0.0
mitolabs.mitosheet-vscode,0.1.3-universal,mitolabs.mitosheet-vscode-0.1.3-universal,0.06,0.0
nuance-dev.rival,0.1.1-universal,nuance-dev.rival-0.1.1-universal,0.06,0.0
parktaesoo.ltcai,9.1.0-universal,parktaesoo.ltcai-9.1.0-universal,0.06,0.0
sakshamnegi.cp-graph-visualizer,1.0.1-universal,sakshamnegi.cp-graph-visualizer-1.0.1-universal,0.06,0.0
satyasoftchoice.powerbi-modeling-mcp-setup,1.0.1-universal,satyasoftchoice.powerbi-modeling-mcp-setup-1.0.1-universal,0.06,0.0
shardulm94.trailing-spaces,0.4.4-universal,shardulm94.trailing-spaces-0.4.4-universal,0.06,0.0
solomonkinard.compare-text,0.0.5-universal,solomonkinard.compare-text-0.0.5-universal,0.06,0.0
ssf0.vscode-image-editor-pro,1.0.1-universal,ssf0.vscode-image-editor-pro-1.0.1-universal,0.06,0.0
svgpeek.svg-peek,0.0.3-universal,svgpeek.svg-peek-0.0.3-universal,0.06,0.0
taehyunkim3.vscode-kospi,0.0.8-universal,taehyunkim3.vscode-kospi-0.0.8-universal,0.06,0.0
technicaldost.td-auto-accept-pro,1.1.0-universal,technicaldost.td-auto-accept-pro-1.1.0-universal,0.06,0.0
technicaldost.td-process-guardian,1.0.0-universal,technicaldost.td-process-guardian-1.0.0-universal,0.06,0.0
tkpratardan.lemma-datascience,1.2.13-universal,tkpratardan.lemma-datascience-1.2.13-universal,0.06,0.0
wolkie.ollama-gitlab-web-ide,0.7.1-universal,wolkie.ollama-gitlab-web-ide-0.7.1-universal,0.06,0.0
xiaoxuxxxx.gogo-codelens,1.4.2-universal,xiaoxuxxxx.gogo-codelens-1.4.2-universal,0.06,0.0
xxx.antigravity-skill-commander,0.2.7-universal,xxx.antigravity-skill-commander-0.2.7-universal,0.06,0.0
camilooscargbaptista.architect-intelligence,9.0.0-universal,camilooscargbaptista.architect-intelligence-9.0.0-universal,0.05,0.0
chicoff.mapfile,0.4.5-universal,chicoff.mapfile-0.4.5-universal,0.05,0.0
cobrust-lang.cobrust,0.2.0-universal,cobrust-lang.cobrust-0.2.0-universal,0.05,0.0
danbmky.agoric-vscode,1.0.9-universal,danbmky.agoric-vscode-1.0.9-universal,0.05,0.0
dorayaki-world.connectview,0.1.7,dorayaki-world.connectview-0.1.7,0.05,0.0
garrit.stylebook,1.0.1-universal,garrit.stylebook-1.0.1-universal,0.05,0.0
genius257.autoit3-debug,1.3.0-universal,genius257.autoit3-debug-1.3.0-universal,0.05,0.0
iamshreydxv.gitingest,0.5.0-universal,iamshreydxv.gitingest-0.5.0-universal,0.05,0.0
jim-ki-do.continue-commit-notes,0.3.3-universal,jim-ki-do.continue-commit-notes-0.3.3-universal,0.05,0.0
jochenseeber.vscode-secret-resolver,1.1.0-universal,jochenseeber.vscode-secret-resolver-1.1.0-universal,0.05,0.0
larshp.vscode-abap,0.5.4-universal,larshp.vscode-abap-0.5.4-universal,0.05,0.0
marlonpatrick.auto-reattach-for-java-debug,0.1.3-universal,marlonpatrick.auto-reattach-for-java-debug-0.1.3-universal,0.05,0.0
maxima-cas.maxima-debug,1.0.6-universal,maxima-cas.maxima-debug-1.0.6-universal,0.05,0.0
mcu-debug.debug-tracker-vscode,0.0.15-universal,mcu-debug.debug-tracker-vscode-0.0.15-universal,0.05,0.0
miniocean404.mini-chinese-format,0.0.4-universal,miniocean404.mini-chinese-format-0.0.4-universal,0.05,0.0
nopeslide.vscode-drawio-plugin-rtl,1.0.0-universal,nopeslide.vscode-drawio-plugin-rtl-1.0.0-universal,0.05,0.0
prompt-firewall.prompt-firewall,0.2.0-universal,prompt-firewall.prompt-firewall-0.2.0-universal,0.05,0.0
quarkengineinc.quark-vscode,0.1.0-universal,quarkengineinc.quark-vscode-0.1.0-universal,0.05,0.0
rohanvashisht.carbonizer,0.1.2-universal,rohanvashisht.carbonizer-0.1.2-universal,0.05,0.0
rytora.rytora-code,1.0.5-universal,rytora.rytora-code-1.0.5-universal,0.05,0.0
saptarshiroy39.portyard,1.2.2-universal,saptarshiroy39.portyard-1.2.2-universal,0.05,0.0
shardstitch.shardstitch,1.0.0-universal,shardstitch.shardstitch-1.0.0-universal,0.05,0.0
tamirdub.jsonl-viewer,0.1.4-universal,tamirdub.jsonl-viewer-0.1.4-universal,0.05,0.0
unisphere.unisphere,0.2.2-universal,unisphere.unisphere-0.2.2-universal,0.05,0.0
yesdrx.nim-debugger,0.3.1-universal,yesdrx.nim-debugger-0.3.1-universal,0.05,0.0
cherchyk.mcpbrowser,0.4.0-universal,cherchyk.mcpbrowser-0.4.0-universal,0.04,0.0
codezombiech.gitignore,0.10.0-universal,codezombiech.gitignore-0.10.0-universal,0.04,0.0
emulicious.emulicious-debugger,1.3.0-universal,emulicious.emulicious-debugger-1.3.0-universal,0.04,0.0
ethan-da-tech-wizard.karl,1.1.0-universal,ethan-da-tech-wizard.karl-1.1.0-universal,0.04,0.0
fengqi-dev.request-inspector,0.0.2-universal,fengqi-dev.request-inspector-0.0.2-universal,0.04,0.0
gabrielbacha.vscode-focus-mode,0.9.0-universal,gabrielbacha.vscode-focus-mode-0.9.0-universal,0.04,0.0
iwyvi.chinolor,0.2.19-universal,iwyvi.chinolor-0.2.19-universal,0.04,0.0
konveyor.konveyor,0.6.2-universal,konveyor.konveyor-0.6.2-universal,0.04,0.0
lessontimeai.breakpoint-python,1.0.1-universal,lessontimeai.breakpoint-python-1.0.1-universal,0.04,0.0
maui-whales.breakpoint-groups,0.3.0-universal,maui-whales.breakpoint-groups-0.3.0-universal,0.04,0.0
nguyenngoclong.gherkin-editor,1.0.8-universal,nguyenngoclong.gherkin-editor-1.0.8-universal,0.04,0.0
noor.live-tailwind-previewer,1.0.2-universal,noor.live-tailwind-previewer-1.0.2-universal,0.04,0.0
papersflow.papersflow,0.1.3-universal,papersflow.papersflow-0.1.3-universal,0.04,0.0
plharraud.memoryloupe,1.3.1-universal,plharraud.memoryloupe-1.3.1-universal,0.04,0.0
